"gr:network","gr:site","gr:siteType","gr:wgs84Longitude","gr:wgs84Latitude"
"North West","f1eef0cd-6443-4765-a455-bf0478d5c269","visited",27.5267553796,16.0935569047
"North West","c1b7a531-844b-4065-a9ff-b82b93ba82c3","visited",26.3709357681,15.9080454137
"North West","5d01c9bc-0e9c-484a-8c01-4c01247a816d","visited",28.9697026377,15.4762778215
"North West","ccd5526e-2921-4307-81a9-1cf71e44913c","visited",27.2516979022,19.9233320829
"North West","3d0e1a4d-ecc0-4fa8-88d9-7d76a8897552","visited",29.9272393017,21.4223951367
"North West","2eb69848-d257-4937-b67d-1d53dfbdcf87","visited",29.4948562885,18.6710560738
"North West","fb77192a-c98a-4f42-8b6f-34cb47cbedb1","visited",22.8637361204,14.3298908711
"North West","cb185a04-88bc-4ff0-85b6-f3ea405c4c80","visited",25.2405185251,19.4524955508
"North West","87012968-ab66-47c7-a9ed-b99383802124","visited",28.8861847967,13.5675039642
"North West","0d669932-8ccb-4471-a972-d7d9284cb245","visited",24.7242475186,16.682326223
"North West","7b506b62-1b2f-44dd-aa15-a78cfa760d05","visited",29.2777033244,16.3373109519
"North West","0f541989-f3f4-4ddc-90c1-881860b8b204","visited",27.2828733795,19.5325897489
"North West","b9256e40-5a68-4797-831b-e87d7aacd09b","visited",26.7743286317,20.8459282364
"North West","61c37fdd-2742-4c3b-a9f9-958b5b44b047","visited",30.8349325599,15.7839686354
"North West","2895bea0-e01d-408f-99a8-78d115c8de56","visited",27.3790286122,16.2881038245
"North West","337c6660-afba-49e7-bf6b-b505ded4a760","visited",29.4393992941,16.6697427592
"North West","832d88ff-e0c2-40e3-9ebf-31bd412171dd","visited",28.3279552239,15.5988645643
"North West","1c263611-a79d-4204-bf93-29da8867f489","visited",29.0917760744,16.7940904071
"North West","49cdf335-e6bc-41fa-a341-a06d7c51ae4d","visited",28.2404346015,13.880207758
"North West","ad3c14d7-17ca-45a5-b45f-e7da340acbff","visited",30.4879170793,17.0434080905
"North West","25f2858b-2529-42df-a94d-699757e3d03b","visited",28.2543894973,14.8360927894
"North West","f507e426-269a-464a-bf4f-e1e758ba5fb0","visited",26.5265361352,15.6271251424
"North West","10e2cbb6-1537-40ab-a3ce-1feeca9389ee","visited",25.7778462986,19.9308098518
"North West","25798083-eab0-4e28-b258-64446d948ce7","visited",27.7928881486,18.1342210392
"North West","1569b69f-05d2-44d2-9866-ff79a4dea029","visited",28.5499178372,21.0771179714
"North West","bd697e83-daa9-47b9-a936-23f48f96df74","visited",28.5086522169,19.1629865629
"North West","9b0a1cf2-73a6-453f-b894-6e962080e9ac","visited",26.1091602231,21.2233345146
"North West","6e15d0ae-25cf-43f3-8a0d-a916ac272ead","visited",29.2235809823,13.8126307818
"North West","a068aa4f-111b-41b2-b99f-e3bf9436148c","visited",32.6173174507,17.2141915366
"North West","0f74c65c-81c7-4c9b-8b58-a7c75e781666","visited",27.2736394743,20.5878267193
"North West","e1978060-9f2a-4620-8c39-61aad8efedbd","visited",30.7254635593,16.589419544
"North West","6091c2aa-ff13-4d23-88ed-6595e4aa88cb","visited",27.1167617978,17.9102642829
"North West","57b5d5a2-58b3-4d74-9618-a67d32be7683","registered",27.6990462264,15.5581759466
"North West","e52c9b5a-2ea4-488f-8895-1082647dbce2","registered",27.6298693567,17.0740833198
"North West","0fceab60-fbd4-43e1-869d-12e1ad663606","registered",29.0698872775,14.0723527344
"North West","a89355c6-bafb-449b-8236-2068d8e0b93c","registered",25.0292208826,17.9035261802
"North West","0f652cf4-c014-4d90-a382-e7c471140b06","registered",27.888992985,15.3622658125
"North West","8e9c16ba-5177-4ed1-a91a-59e607da4e02","registered",25.0486776861,19.091963061
"North West","29930857-4f57-479a-a4ae-3cd57d968cea","registered",25.550473129,20.8023214231
"North West","54e1cf02-0d49-46f8-ad77-9b142b439289","registered",27.408448576,20.7201901112
"North West","d7403e13-a122-4dfa-a7f1-1f8a7a371bb0","registered",26.1711352247,20.5434521558
"North West","f7f3195e-95c8-4edc-bfc6-3d78bdb11f64","registered",28.8789702749,16.5120712413
"North West","8e22aa19-0da4-41bc-96af-8885590a9ed3","registered",26.9388114686,19.0640947085
"North West","afa00136-047e-4a87-9800-926995027c06","registered",29.7672571511,21.0727078808
"North West","35dd26d5-4f08-414a-899d-57d6fc075af5","registered",29.3373322615,20.8201292591
"North West","6c0b9748-092a-4297-8a4b-9743289f8973","registered",27.1382432103,14.6916368743
"North West","4db690fb-3572-4e75-afdd-d5a92623a9fb","registered",26.7219130475,19.6573286829
"North West","bbe49527-8586-40b3-a5e6-712c0c6528c0","registered",26.882732456,20.4707130405
"North West","5d7cdee8-7499-4365-8e9d-9221f8e37eb9","registered",29.8128690144,13.7397859971
"North West","b2fd00f7-5789-4a4a-a4eb-b6f135b8c702","registered",26.7023800884,14.0655056813
"North West","f121a21a-d27e-4a58-b8e1-487bb77b5e35","registered",25.8603288969,21.7714185595
"North West","e623f8f5-90b4-4396-9cca-76e665a6a1f5","registered",29.8326020905,19.0316619365
"North West","27b85675-1e08-4716-a6c7-04cf433b9399","registered",24.660838996,16.6032600993
"North West","b1c1a628-60ef-4140-9fc5-55710f340e5b","registered",23.005245737,14.2515144141
"North West","c2c6005c-6d9e-4b34-b226-e2c711afb771","registered",24.9380817932,14.6441992169
"North West","79cb7481-6707-48e7-98b8-7082b870cee8","registered",27.1541085906,15.3813687943
"North West","06917886-1d06-463b-b09a-c2d94cd0abe6","registered",32.728714444,17.9851843646
"North West","8fec6f83-a8a9-4704-b8cb-750957985236","registered",30.6591820715,13.9232916546
"North West","03cad616-eff9-456b-9ae7-f39099b448af","registered",29.3333054156,13.7959155604
"North West","a534f0d9-0633-4d26-939a-52ca006bd600","registered",26.2080942663,17.32367255
"North West","5e1155cf-3e52-419b-ba34-783fe0460a65","registered",24.8458298193,17.7109825736
"North West","5d1623f1-3a30-40eb-8c79-ac905345ec14","registered",28.0349723682,20.8866273801
"North West","4a826501-50cd-43ea-956d-9bfea5c5e8ae","registered",29.0396318064,15.5581577218
"North West","575ace27-c3fc-40bd-993b-1791174724f4","registered",30.5111950913,14.2285246974
"North West","6be9d218-7a7c-4c78-a8b8-def915c98622","registered",31.0608810804,15.9735774883
"North West","58bcb673-c15f-4489-a2b8-3eb5d5b862c5","registered",29.3795432511,19.0077942689
"North West","63ada787-84fe-45ba-bdbf-9f5bacf016a3","registered",28.9043390394,21.3707821028
"North West","98bb4beb-d9a7-413a-9a8e-da5d60f6a829","registered",30.7844873219,17.4794378389
"North West","877117cc-b132-4cd2-97ff-47ed8e2fcc2a","registered",27.2516970296,15.2104492667
"North West","4cb6e653-191b-42fc-b1d5-d59454f903ae","registered",25.44719603,15.8421197668
"North West","18a17b68-0856-4c56-a2ba-58341f709717","registered",28.916729979,20.201740137
"North West","84262a02-e7a2-4faa-a51f-02a4ba2ba07d","registered",24.4494006839,16.2589059208
"North West","a5c15a35-8f2c-4f92-b706-787b242f7a6b","registered",30.1264532832,13.9993994602
"North West","954790e1-f43b-4e73-9c3b-e66143938d58","registered",30.8960082767,17.2720630788
"North West","48ae13ce-7cf3-4028-abb1-4a24350a7166","registered",29.399607954,14.3182940206
"North West","2595f6a3-186b-4e31-ac57-a84957c9b854","registered",30.4166427141,13.8785834067
"North West","8bce34f7-b6a8-42ea-b75d-2814db13feff","registered",28.3417951216,20.991196979
"North West","ad4c77df-82aa-4afb-96cc-f96ac5a9cb67","registered",31.6983495854,16.1086214773
"North West","5d322047-3a40-4b87-b837-37b9939225de","registered",28.5826699933,21.523739526
"North West","a67259ba-0ee6-4de9-a212-a39c6e4817b0","registered",27.2881428682,21.8410167659
"North West","60f2c772-fe8e-439f-94e7-ee3c26940ca9","registered",26.6516027626,17.9487475879
"North West","508e100f-d4e8-4ebc-a330-47c004d7b2d4","registered",30.688131476,16.7295994589
"North West","91e6b2c0-00af-4aaa-b72b-fae24557d871","registered",31.6374173927,16.8914632627
"North West","cd209932-4372-4625-a8ef-4ae77e690c03","registered",29.8245313459,19.2643554441
"North West","6c9553f1-4a06-42a3-989d-2ae77c24c4da","registered",29.229102653,17.7626332888
"North West","3d6b4c88-f77f-4a7b-8563-b604ddb30073","registered",30.945739805,15.3993443948
"North West","bc0cdb8f-2f56-4376-8418-7af51f6d7829","registered",32.0324163302,16.5793697846
"North West","dc667d02-06cd-444c-b1e8-af154ba07262","registered",30.7129981432,14.9211730147
"North West","9a83aa0e-1440-4d82-89bd-3cabfce3c135","registered",29.5056955309,17.9371780524
"North West","9cd5c15f-c6d8-4378-a11a-d22af3198244","registered",28.8950842641,17.9643854139
"North West","b1d0b6d2-aa72-40e2-9ca3-19e7e99affb2","registered",26.1289683875,20.0729605748
"North West","b3a12d74-b46a-4f46-918b-92c4d20f3f57","registered",28.1958969542,14.6173177327
"North West","7dd01907-8ee3-4486-baee-78edea1e143a","registered",29.6731403482,17.6372347812
"North West","28e11f7c-b63f-4812-b5c7-4ea2f8b97843","registered",24.7083541908,18.7454969762
"North West","d433906c-835f-4348-afcf-9486b3a1a524","registered",30.6919039833,17.1329446975
"North West","b28f911b-6904-470a-9501-cf0cdc9800f6","registered",30.4928261649,16.5467404301
"North West","494d74e6-ec7a-4a3e-9c04-6f36af9ac9a2","registered",30.4808765555,17.2764274118
"North West","ff04252c-7360-49ea-a7c8-bf1dfc3b9b04","registered",26.3719183021,19.1659828048
"North West","c85bb270-70a1-459d-b383-774ec9b7bf58","registered",28.9316856021,15.544988968
"North West","aa8e4542-c97b-4b25-aad8-a4c02041a44a","registered",28.9780751859,20.7800205294
"North West","0ec38063-f7bf-464d-b1a1-052bf10f9c84","registered",28.7243942087,19.995112622
"North West","1f39c57b-6da1-4844-b830-cabea3a06082","registered",28.4787993492,17.6528187234
"North West","1f855e1b-8267-4aec-93f3-745782d4ef75","registered",30.9792163376,13.734008356
"North West","9aeb9000-3f52-483a-9b26-a3fa1d4ba8dd","registered",28.1328236354,17.0321958498
"North West","55c5cb52-774a-42c1-acc0-1ff5d3b3539b","registered",30.3121109676,13.7100817983
"North West","f1795144-4914-4ea1-b5a8-e2b800119c74","registered",26.0026653689,19.2117758456
"North West","55c33f42-0ac8-4e9b-ab76-42ff251c5c07","registered",23.400684499,14.906694729
"North West","7b28f3df-e0d7-4ab1-a976-bfbcecb52a45","registered",29.5998090192,14.7109016963
"North West","f5e0eadd-995a-46df-b076-f85d6f8ab2dd","registered",29.1442761136,14.781023448
"North West","78886375-783d-416d-9367-ff2d35899036","registered",28.0766779606,20.7982438445
"North West","863da5d7-2cd1-4942-9169-b78f4dd0ed96","registered",29.9677415736,18.5860294439
"North West","b13a7653-1813-43e6-a977-d1efabd5908c","registered",30.1223592314,21.7558249573
"North West","d2f7f5b2-5e11-4f19-b8ec-48c46c79fbf2","registered",27.471244929,16.243846549
"North West","ab10aa41-836f-47a3-bc78-0da7794a0d83","registered",26.5301755097,18.58408981
"North West","81db1be0-1fe0-49fe-8981-413d96b3d8af","registered",27.1028210991,17.1628019083
"North West","2c8ff1c6-f5ea-4daf-9a60-409f21b6dcbb","registered",25.1403835651,15.7310028538
"North West","1f6363d8-4372-4208-98aa-d70e5fc73a1c","registered",26.2213634904,16.1099392065
"North West","04b581e7-d81c-483e-a6f9-df0bc1a1038b","registered",30.8759968411,14.5646084563
"North West","71821bf5-6499-49e8-b830-30dd470ee3c2","registered",24.2156912023,15.2299822348
"North West","dd7a77e2-67fa-4292-84b5-2653cba02eb8","registered",28.1273433307,20.7620882978
"North West","89e78c3c-7028-44fc-b9d7-cfe4bb1c44d3","registered",31.0811078409,16.1467715775
"North West","e53c3df5-af9a-4c70-8ebb-51fca13cf567","registered",25.5519908861,16.1005500356
"North West","e3d4b41b-e5be-4668-86b2-19a525ed961f","registered",25.3244834976,19.4069287992
"North West","38a6f847-9b6b-48bc-8b30-908e3263d5e0","registered",28.4208255158,14.3950301271
"North West","e4da7b30-cabb-4d67-a606-431075471b31","registered",26.8510127548,16.9716178269
"North West","6ba0f189-a23e-49b6-b5ed-e2721bc83096","registered",24.2851802345,17.8433243435
"North West","03328ee6-7658-4cac-8afa-00144963a645","registered",27.4290854366,21.6100639811
"North West","ea72ec40-5ec6-428b-809b-0f7d64fcd9c9","registered",29.5893377242,16.7287517447
"North West","664873ff-22ce-4b77-92f8-07db1cf0ec00","registered",30.1835973503,16.1777678528
"North West","f126a775-692b-4571-9d07-c6d5571a60a2","registered",28.4637617164,16.1587415862
"North West","71ec9378-bd88-44f4-9167-da8b1cc65fb9","registered",29.2707986929,16.6623224791
"North West","43b4f25b-3516-4880-9a53-b577844a5a45","registered",28.2402283053,21.6131763024
"North West","acf03833-2f03-4baf-9518-19809ccaf114","registered",27.1018896144,21.2855049998
"North West","cf62e03b-f098-46d5-85c2-08bf67833a69","registered",30.7453683923,16.2228585343
"North West","b43ff245-a0a5-4946-a06f-656a6e71b896","registered",23.3272452137,14.9025561424
"North West","4bb6ea9f-ba2f-45e6-b0de-077f36526845","registered",25.1781106867,15.1787650706
"North West","6f25abf8-6129-4404-8020-d40a491bfdfa","registered",24.3174169091,18.9349940188
"North West","8df8879b-1fef-490c-b008-ce87eaefd508","registered",26.1300745053,18.8829648301
"North West","0e788120-ccd5-4724-b15e-01a0bda4e447","registered",27.3484930952,15.6014691497
"North West","6ba56774-db8b-4f2b-bdf4-3bd4cc60305e","registered",25.9524949747,14.2979714033
"North West","1dfa2417-262f-4e83-9842-3af7c5bc3c30","registered",25.7029612472,15.9794440849
"North West","eca05c1c-1765-4d11-ad46-0d4bb76acab5","registered",27.2938614017,14.6813788317
"North West","de301ea7-cb12-42e1-a66a-bbeeca040441","registered",25.6648365822,18.1782038256
"North West","5b855e36-d328-422c-b36a-91de167db39a","registered",29.1842917452,17.4351208758
"North West","eaf9cd06-6edb-485e-b82f-fc14975cbc85","registered",26.2673963137,14.0521895663
"North West","90fd5ccf-c84f-4593-81a2-b842a98ae3a9","registered",24.9228722449,18.4034008496
"North West","f176067f-e19c-449d-9f4a-148d5a94ea42","registered",27.8151707882,21.4406192817
"North West","5de1ad97-9e1b-4491-a023-213902291e12","registered",24.7802392423,16.9278278163
"North West","959a2ac3-25c5-4e39-a1df-a5108a0000c1","registered",31.2822738972,15.7388788087
"North West","d27617cf-c42e-45ed-b7c9-fc5382ff5d4b","registered",30.524187979,16.3182366741
"North West","26928be3-cb9b-4c65-9242-582204043557","registered",26.9615240848,20.2610466556
"North West","52a8f3b6-5890-413e-8d06-35382cada5d6","registered",25.9642604149,17.4362744532
"North West","739e0bbe-f86d-4e6e-8961-42ff3be96f98","registered",26.2961643273,18.6910512511
"North West","521f9b50-4cfa-4db2-bff1-51cd727f367e","registered",28.1598274223,17.1939036333
"North West","8e948149-01b7-4511-b411-8237058f7a00","registered",31.8803398443,16.4103185672
"North West","6a4a1f6d-5063-4d01-bfcd-5579ff0883a4","registered",25.0300123259,16.698062359
"North West","bc78d6fd-d758-48cf-b48c-f8b27dc4fbec","registered",29.1967778873,13.5802756674
"North West","363f813b-c2a8-4ec9-9b9e-3c21b5f329d2","registered",25.3080677684,17.6500731045
"North West","508bb8c1-c4bc-4d26-8ff4-a3e4c398e224","registered",25.6016119351,19.338159245
"North West","f8e14745-e565-4a4b-860e-06b202ec3a02","registered",25.0288291513,17.0596460529
"North West","b769b87c-21f5-406d-8437-1efec5be182e","registered",31.6386618069,16.5378021635
"North West","c54e5ce2-1c4b-4b15-9ba2-ae9633a5b215","registered",24.7878531421,18.4676173318
"North West","1bb40784-2697-4899-a6ed-1e6cb2d3e418","registered",28.2379845459,14.7063626465
"North West","2069dd6c-428b-4de7-8cc5-68064e71260e","registered",29.7371107489,13.5943223272
"North West","fc3c215a-f6fc-4a8d-ab4d-65429defc811","registered",26.1912992475,16.1860781748
"North West","4a458450-b27f-4fe0-9dec-441d79c16c33","registered",29.4060157879,15.1079731956
"North West","2e28cc41-7328-4fc2-b450-66f458729592","registered",30.3188203289,21.5726866736
"North West","93f11f76-3cdd-4079-820d-3744f0551303","registered",31.6992979716,16.9858358423
"North West","f09e90bc-38c7-4034-ab22-5a751fd27ca6","registered",28.7830043514,15.9123539767
"North West","c346765d-a311-4a0c-8e55-57fc2ea77569","registered",29.6598678049,15.5768266523
"North West","25cdcea2-bf19-41e6-a454-b1947ed9aadb","registered",27.2517942759,21.2359994783
"North West","d06d49fb-a59a-4c3d-b73e-a56e7999e491","registered",28.093923324,19.3675686797
"North West","42005579-5a17-4ad0-a59b-15073f7ea357","registered",26.3378686047,15.7131924128
"North West","a480dc1f-bf25-4e43-b4c6-7e395b6bf0d3","registered",26.8896364886,15.1451423227
"North West","74eb0d57-0109-47a7-b900-5ab49410350b","registered",26.4416763488,19.9420040638
"North West","ac0d3820-8f4e-47a6-a544-9ebb0b44fa50","registered",27.8355935822,15.6072674429
"North West","177b89a1-659a-4f27-bfcb-cbacc979eef4","registered",30.4280622742,15.4909393112
"North West","18b5a3c1-a70f-4012-8427-cc6074e818a5","registered",28.9894034406,19.5115401814
"North West","1b8fbebf-108d-4e44-a807-8f6e8071ba01","registered",29.8011938551,21.3250673937
"North West","e7b340a8-787b-4229-be1a-8e6e1270a8fb","registered",29.8084466281,16.1557157096
"North West","636c2178-fabb-482f-a462-8acadde639de","registered",32.2686138933,17.4715274582
"North West","dd50b3d9-af48-42e7-8909-208959163485","registered",28.3307656634,18.6080342224
"North West","aacd5a84-1e7c-43fa-b825-c19560bf3a8c","registered",30.1440550861,14.6736021041
"North West","8253a0a8-df78-4b4b-a4ef-44f9a10182ee","registered",28.568823413,14.3649012782
"North West","3b43465d-a14a-4dde-892d-37e362aa91b3","registered",26.7994953971,17.6302021147
"North West","8de3a33f-4d67-4062-a2df-a8c85cdc8c94","registered",29.8322354064,17.3071045652
"North West","8bb891f9-36e8-47ff-8f17-1105540475d2","registered",29.9431376488,19.2614690702
"North West","389e311a-8f5e-4216-8781-4299e252f2d5","registered",29.9286349781,15.8080463892
"North West","51c47e40-757a-44f8-b106-69d90c3522dd","registered",28.3700014574,15.8021225446
"North West","ecf5959c-c6d6-40a4-a6a6-aba113cbfab6","registered",26.8266316956,19.5433883128
"North West","71f13690-5888-47ca-8355-1c5b66c390ce","registered",28.4099535078,14.8922645877
"North West","b19547ea-65f7-4851-96cb-e61e58a72a6b","registered",29.974160887,14.1718741465
"North West","f4244ad7-7626-45ac-82bb-dab8087fbf69","registered",24.4460564266,18.5795722727
"North West","9aade13b-4295-41be-9c6a-c5fc26c5264a","registered",26.2440843162,20.8044074985
"North West","01d8a6a1-a34e-484c-be4d-fd7e2a22f5b2","registered",28.1430155954,16.4668594081
"North West","31f1cbd1-f082-4181-b1e0-e9bae64dc098","registered",29.4112784946,18.4134831004
"North West","a34fb9bc-cbeb-4834-ba01-1a548d87fe45","registered",27.0456703516,20.163670061
"North West","58598f32-631d-46d7-8b03-8ef7c029fb89","registered",30.5971874043,16.2825639656
"North West","a80e2e70-7d02-4f8a-b915-77dd4ac9c6de","registered",28.2182542889,16.9781030067
"North West","dd9312cb-0314-43b1-9d5b-aa02fcdf0bb0","registered",29.4800609206,16.3131798057
"North West","6dd29f6b-0085-437a-82df-9a0b980cc483","registered",24.7723653974,18.9887600737
"North West","d897bbae-7f9f-465b-a36a-b5d4171a033f","registered",27.8705396651,14.3285805234
"North West","15efd166-9158-43b0-aac1-2b55cfbde3f8","registered",28.5793199657,13.8412746948
"North West","1af16b84-001e-4d92-a3be-9e11c5bd2008","registered",25.4436497974,21.5838517796
"North West","6890d08e-1b59-45d6-b27d-f4597aac85dd","registered",32.7320738318,17.770031178
"North West","5d0cfa94-daaf-437c-acb5-5a5eb4644745","registered",24.6588210821,14.436455978
"North West","c0345fcf-40b3-4fb6-9ea1-5837d3697cf8","registered",26.5748390082,21.3600841992
"North West","b256dbec-a65e-4d71-8eaa-93352906beb9","registered",29.3766967742,15.6844804582
"North West","a5f42e15-f8d9-4eb3-99f4-d1d7e7930fd5","registered",24.2754910987,15.1880526653
"North West","abfddd9f-007c-4b54-8a14-19b8e5873d95","registered",27.1560071128,17.2150337309
"North West","cc80a9b4-6537-42e0-9d4e-5b047e5a16e7","registered",26.4213812651,20.2465540161
"North West","0ceadb7a-559c-4980-a8ae-313e9fe33e8c","registered",28.5435843649,14.493891247
"North West","90c1f0cd-adf4-403c-963f-092d34a8131d","registered",26.808810022,14.3508712595
"North West","aa45c61d-4198-4eb9-afc2-9186cacf0f22","registered",25.9500377765,18.8415278653
"North West","3665ac8d-26e8-4008-babc-443c60027e7c","registered",24.8880004984,16.0387787985
"North West","b2ef619a-f108-403d-a70a-e57740c39aed","registered",25.4320587884,14.7252098352
"North West","400b8c83-37aa-43e8-86f9-35b0da750111","registered",25.645866743,15.056745412
"North West","cf346e45-06f4-4eae-940f-cf0ec6c0b6df","registered",27.54493805,13.9376664399
"North West","0d0149fd-357f-43ac-89a0-54dcbfd79023","registered",28.5350351245,19.6963708373
"North West","589ee9ec-b29b-47de-8504-51487176cafe","registered",28.4798112083,14.1442035946
"North West","0e84002d-d918-4b1e-a9ef-27db69e4a911","registered",25.6831100937,18.5583136293
"North West","256023dc-86b9-4937-9441-5a13084b3ee6","registered",27.2405385394,15.6901256983
"North West","ed041194-9ea1-4d66-aa60-64a1d09bdba4","registered",26.2168890134,21.3082579922
"North West","eb0369e6-957b-400d-ac1a-831e23752bba","registered",28.8860235901,18.2575995869
"North West","bc2ca6f5-e0aa-4bc5-bdb3-317a498ad5b4","registered",28.847106344,14.4520724341
"North West","19a8bc8b-faa1-489c-a46b-49715ce2c39b","registered",27.5594341152,14.418619002
"North West","f9bd18f9-faff-4ee4-89f6-03f0175b7efd","registered",24.5135153362,15.1501527944
"North West","8aa7ffcf-c4d3-4c27-9c25-3c844ce200a9","registered",28.5409589478,15.5201660698
"North West","3003f231-79da-47d8-aac0-674012151193","registered",29.6305904616,16.8527935586
"North West","c04d1c30-4c44-4e97-9f48-30fcdf3fa6bd","registered",30.3519379444,15.327708997
"North West","0a536d82-7c87-4d6a-b38f-792258165297","registered",24.3852396498,16.5976320111
"North West","723849b6-d2a8-4537-8a54-8bd9e135b35c","registered",29.4007504355,19.7841463512
"South","0dec171d-f336-442a-960c-d11aefa25f6d","monitored",27.7388014537,11.2378970447
"South","9e5b013a-79db-4715-b99a-09b0504d1fde","monitored",24.7350984598,12.9031045011
"South","0241fb62-abdf-4411-9433-657427659d51","monitored",24.2192770792,13.0003001393
"South","3b9210ae-629e-4ad2-8bf1-723cfa484f8d","monitored",30.3094394322,12.4486153781
"South","7ae29869-c4c9-4470-a05a-917308200f32","monitored",30.1566468476,11.7854075456
"South","0f557315-dbb7-49f6-a9bd-91ebdc3ab864","monitored",26.9203830165,11.7920464736
"South","88adbba1-bef2-40f1-8404-cb6d312d37a4","monitored",31.287588275,12.0949865987
"South","81248edb-0f4f-4055-b4f6-7dfeef0cfa2c","monitored",25.0273738797,13.605612224
"South","01bc8a03-afd8-44fa-a84e-bc62ace134d7","monitored",25.9888701319,11.3208871962
"South","d684fbe5-126b-4768-b017-69d1b14d0126","monitored",26.8445028694,12.2648939946
"South","1d8e6dd9-adf7-4d18-b738-e3a428b191d4","visited",28.5207621599,12.2468096066
"South","35577ae9-7405-41e2-b432-717d37e0ea58","visited",28.37446509,12.6260272415
"South","e7239d87-f292-4d4a-831f-6e253b3826ef","visited",24.2313925417,11.9532125423
"South","958094e5-3b39-4f84-8545-a77e65ec19e5","visited",25.4381561243,12.8242211474
"South","dbb43875-5f03-442c-a198-9ebcae2d95a9","visited",24.4237205828,11.224217954
"South","ba0a4ff7-77e4-4f11-bfbf-13485a733672","visited",30.318870972,10.7979392819
"South","a0dccb54-cbb5-4528-955d-beb01908de66","visited",28.8364551434,10.4663410379
"South","7d99c8d5-c058-4a03-9210-c15263b4864a","visited",27.4299850083,12.537341266
"South","dccf38af-941e-4f4e-94d1-28eff786dd4e","visited",25.263302293,11.9753707487
"South","ff055e0c-ec81-4a59-9933-600b167b5aac","visited",26.2409715141,12.7904402628
"South","6f700ed8-d83c-4592-8e1b-ce1f915db6ce","visited",28.2846719085,12.8563580716
"South","bb794e60-1854-4280-a21f-086e4ccb2d0f","visited",28.1633944093,12.1025443535
"South","ad9369c5-9077-4b6d-99b4-d3bbbc6f0224","visited",31.3342871796,13.2941636627
"South","db95838d-192f-4b59-9de7-1e57a383cebc","visited",26.9357347796,12.7507939574
"South","cf338c9e-c1f2-4847-b9e5-1d812c67d377","visited",23.1875368471,12.8792945505
"South","b47f04c6-9b6d-45f4-a254-6b1c90aba655","visited",23.3685862888,11.5802559626
"South","d352a0ea-501e-4406-90b4-72087491134f","visited",31.5382134346,11.0501765373
"South","245dc62f-4905-4bea-bda3-3a2a84855c7f","visited",24.2390083265,10.8128059843
"South","c4ee24a3-f9a7-4bbc-8faa-a0caf8a73305","visited",25.2540452746,11.9543365396
"South","45e00e05-7c97-4861-a315-499647ccc3d9","visited",31.0729708925,10.4397941939
"South","4868bd9a-bf73-4a8c-a3a4-85456dfe3c57","visited",30.0098340781,10.7921000569
"South","8c5f364e-fa0a-4f4f-acd3-8abbed688a9f","visited",23.7785855941,12.199959334
"South","f5136bbb-bfea-4bc3-8b0a-837da7996985","visited",26.7718697256,10.4728785879
"South","979d6b1e-481d-4c0e-a119-a553cb143ede","visited",26.7297149514,10.4378131894
"South","20c1aa4c-dd39-48a0-a2d3-9d7199966cdf","visited",25.6060691209,12.0242883466
"South","2fd2b822-2b18-48b7-b9e9-21233a8683e3","visited",26.2301443662,13.2294669239
"South","651d3890-2802-4ec7-9c8d-f947b664551e","visited",27.3312754868,11.8613093706
"South","7ce2fc25-45e9-4dab-b728-32d727b639e8","visited",31.1519296398,12.8519327066
"South","a7d09304-c9ae-4ee7-83b8-a94bb7a2a206","visited",28.5475621949,10.6293362716
"South","a94df9dc-e142-4f9d-99d8-40207b7ca672","visited",28.2365517412,12.6100730622
"South","8c8d0437-b928-4d69-bd92-b45f7665c2cd","visited",23.0398364789,13.2873757693
"South","2d279b7a-b851-4f2c-bb31-0837f0d4d14b","visited",27.3730633344,11.5897772736
"South","6e11a5ac-a5d6-4b0c-8aac-1bb89fcd2bdf","visited",28.7550703312,10.8886523235
"South","c0ea0e00-c479-4ffc-bc47-f45aec83f2e9","visited",23.2773173816,11.5518556745
"South","b096186a-62d2-4ea8-8d26-47888dd63980","visited",27.658428837,11.0775241192
"South","e02c88b5-e219-4a4c-ac1d-d36aff10c2ba","visited",28.7541782543,13.0923036052
"South","c490d5c3-82a0-4a95-8331-438aa9d7f527","visited",27.3316255652,11.7199197016
"South","cc4d696c-3c88-4c54-be51-284b75c2c894","visited",27.9860994859,12.05994163
"South","a01b3275-b694-4d11-9fb9-30495b1b0999","visited",29.4760248736,12.978548403
"South","88a9cd01-06d0-4648-994b-2638edf8d6db","visited",30.9443630143,11.0720143551
"South","2784fab1-7868-41c8-919a-735e45cf55ca","visited",27.6053724147,12.0144021582
"South","43661924-23ad-4fe4-a949-959ad9c8b6c8","visited",29.7631161584,11.0371075585
"South","b1137c95-fb40-4f5b-8c71-e7cf2a880821","visited",23.8689778403,12.5316608996
"South","3a69356c-6178-4248-9b82-330a8c45d6f7","visited",22.3817691185,13.7316909777
"South","7a0b0421-d071-4ae7-a39f-9176cb558ce2","visited",24.9853634065,12.7219226689
"South","588b4b2a-13f9-4238-b0c4-17e7a61ad2a2","visited",30.999027625,10.8505788058
"South","c97c7383-276a-4f2d-a100-0d3ff7ad56f4","visited",23.6401253601,13.5949225011
"South","d71699f1-39f7-450a-a90f-2b1ba2d72594","visited",24.9831235631,12.4696845085
"South","1554732a-3834-4193-a6ba-85c95b23f9b7","visited",24.265078651,11.6814605384
"South","2dcdbfaf-2f4d-4c12-9076-19d54b6ffd08","visited",24.9192673803,11.0994685502
